dataset,split,model_nickname,hf_model_id,embedding_type,method,r,seed,fit_mode,fit_size,eval_size,metric_name,metric_value,recall_at_10,notes,std_if_available
quora,test,qwen-4b,Qwen/Qwen1.5-4B,mean_pool,Soft_whitening,640,42,corpus_sample,2000,10000,ndcg@10,55.1033,66.7252,,
quora,test,qwen-4b,Qwen/Qwen1.5-4B,mean_pool,ZCA_only,640,42,corpus_sample,2000,10000,ndcg@10,61.8903,74.3518,,
quora,test,qwen-4b,Qwen/Qwen1.5-4B,mean_pool,Random,640,42,corpus_sample,2000,10000,ndcg@10,44.3626,53.5268,,
quora,test,qwen-4b,Qwen/Qwen1.5-4B,mean_pool,LPP,640,42,corpus_sample,2000,10000,ndcg@10,39.0594,47.2075,,
quora,test,qwen-4b,Qwen/Qwen1.5-4B,mean_pool,NCWP,640,"[42, 43, 44]",corpus_sample,2000,10000,ndcg@10,66.1137,78.5225,ncwp_ref BEIR protocol k=10 tau=0,0.0253
quora,test,qwen-4b,Qwen/Qwen1.5-4B,mean_pool,PCA_whitening,1280,42,corpus_sample,2000,10000,ndcg@10,65.2157,77.8022,,
quora,test,qwen-4b,Qwen/Qwen1.5-4B,mean_pool,Soft_whitening,1280,42,corpus_sample,2000,10000,ndcg@10,60.0165,72.1141,,
quora,test,qwen-4b,Qwen/Qwen1.5-4B,mean_pool,ZCA_only,1280,42,corpus_sample,2000,10000,ndcg@10,65.1189,77.6899,,
quora,test,qwen-4b,Qwen/Qwen1.5-4B,mean_pool,Random,1280,42,corpus_sample,2000,10000,ndcg@10,44.8188,54.2007,,
quora,test,qwen-4b,Qwen/Qwen1.5-4B,mean_pool,LPP,1280,42,corpus_sample,2000,10000,ndcg@10,44.4715,53.7542,,
quora,test,qwen-4b,Qwen/Qwen1.5-4B,mean_pool,NCWP,1280,"[42, 43, 44]",corpus_sample,2000,10000,ndcg@10,66.6455,79.1208,ncwp_ref BEIR protocol k=10 tau=0,0.0624
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Base_mean_pool,3584,42,corpus_sample,1000,10000,ndcg@10,39.6719,48.6439,full dim,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,7,42,corpus_sample,1000,10000,ndcg@10,5.4835,7.7841,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,7,42,corpus_sample,1000,10000,ndcg@10,5.4444,7.7144,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,7,42,corpus_sample,1000,10000,ndcg@10,2.3754,3.7864,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,7,42,corpus_sample,1000,10000,ndcg@10,3.3453,5.0791,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,7,42,corpus_sample,1000,10000,ndcg@10,2.5436,3.6677,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,7,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,2.3331,3.6099,ncwp_ref BEIR protocol k=10 tau=0,0.1244
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,14,42,corpus_sample,1000,10000,ndcg@10,16.5167,21.3511,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,14,42,corpus_sample,1000,10000,ndcg@10,16.0983,20.9357,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,14,42,corpus_sample,1000,10000,ndcg@10,12.8644,16.6322,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,14,42,corpus_sample,1000,10000,ndcg@10,16.8404,21.858,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,14,42,corpus_sample,1000,10000,ndcg@10,9.7593,12.5277,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,14,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,15.43,19.6934,ncwp_ref BEIR protocol k=10 tau=0,0.2462
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,28,42,corpus_sample,1000,10000,ndcg@10,27.9851,35.214,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,28,42,corpus_sample,1000,10000,ndcg@10,26.1544,32.9906,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,28,42,corpus_sample,1000,10000,ndcg@10,25.0191,30.8356,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,28,42,corpus_sample,1000,10000,ndcg@10,26.5535,32.5479,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,28,42,corpus_sample,1000,10000,ndcg@10,17.3585,21.9252,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,28,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,37.0353,44.6344,ncwp_ref BEIR protocol k=10 tau=0,0.4249
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,56,42,corpus_sample,1000,10000,ndcg@10,36.1108,45.0378,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,56,42,corpus_sample,1000,10000,ndcg@10,32.8978,40.8542,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,56,42,corpus_sample,1000,10000,ndcg@10,34.8814,42.8787,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,56,42,corpus_sample,1000,10000,ndcg@10,33.3715,40.8821,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,56,42,corpus_sample,1000,10000,ndcg@10,22.1636,27.3503,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,56,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,52.2239,62.3958,ncwp_ref BEIR protocol k=10 tau=0,0.2875
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,112,42,corpus_sample,1000,10000,ndcg@10,44.1329,54.9574,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,112,42,corpus_sample,1000,10000,ndcg@10,38.5477,47.8025,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,112,42,corpus_sample,1000,10000,ndcg@10,42.9977,52.9135,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,112,42,corpus_sample,1000,10000,ndcg@10,38.6654,47.1968,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,112,42,corpus_sample,1000,10000,ndcg@10,25.2668,31.2381,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,112,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,59.7664,71.2976,ncwp_ref BEIR protocol k=10 tau=0,0.2933
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,224,42,corpus_sample,1000,10000,ndcg@10,51.0585,62.7055,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,224,42,corpus_sample,1000,10000,ndcg@10,43.6614,54.0306,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,224,42,corpus_sample,1000,10000,ndcg@10,50.9925,62.4281,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,224,42,corpus_sample,1000,10000,ndcg@10,38.3957,46.6321,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,224,42,corpus_sample,1000,10000,ndcg@10,28.0246,34.4165,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,224,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,63.6368,75.9028,ncwp_ref BEIR protocol k=10 tau=0,0.0504
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,448,42,corpus_sample,1000,10000,ndcg@10,57.3033,69.1806,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,448,42,corpus_sample,1000,10000,ndcg@10,49.1248,60.2045,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,448,42,corpus_sample,1000,10000,ndcg@10,57.253,69.3483,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,448,42,corpus_sample,1000,10000,ndcg@10,39.8141,48.3241,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,448,42,corpus_sample,1000,10000,ndcg@10,31.1807,38.0871,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,448,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,65.5671,77.7432,ncwp_ref BEIR protocol k=10 tau=0,0.0275
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,896,42,corpus_sample,1000,10000,ndcg@10,62.564,74.9615,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,896,42,corpus_sample,1000,10000,ndcg@10,54.8692,66.6749,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,896,42,corpus_sample,1000,10000,ndcg@10,62.4715,74.8564,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,896,42,corpus_sample,1000,10000,ndcg@10,40.1761,48.7913,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,896,42,corpus_sample,1000,10000,ndcg@10,35.3063,42.9065,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,896,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,66.4934,78.9276,ncwp_ref BEIR protocol k=10 tau=0,0.0647
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,1792,42,corpus_sample,1000,10000,ndcg@10,66.1152,78.4384,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,1792,42,corpus_sample,1000,10000,ndcg@10,60.284,72.3867,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,1792,42,corpus_sample,1000,10000,ndcg@10,63.2312,75.5876,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,1792,42,corpus_sample,1000,10000,ndcg@10,40.2666,49.003,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,1792,42,corpus_sample,1000,10000,ndcg@10,39.9802,48.6374,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,1792,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,67.0215,79.5292,ncwp_ref BEIR protocol k=10 tau=0,0.0411
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Base_mean_pool,4096,42,corpus_sample,1000,10000,ndcg@10,52.8588,63.2303,full dim,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,4,42,corpus_sample,1000,10000,ndcg@10,1.0667,1.9738,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,4,42,corpus_sample,1000,10000,ndcg@10,1.0029,1.8604,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,4,42,corpus_sample,1000,10000,ndcg@10,0.2126,0.399,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,4,42,corpus_sample,1000,10000,ndcg@10,0.2307,0.4186,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,4,42,corpus_sample,1000,10000,ndcg@10,0.2422,0.4657,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,4,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,0.1659,0.3163,ncwp_ref BEIR protocol k=10 tau=0,0.0424
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,8,42,corpus_sample,1000,10000,ndcg@10,11.5701,15.9255,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,8,42,corpus_sample,1000,10000,ndcg@10,11.4164,15.7173,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,8,42,corpus_sample,1000,10000,ndcg@10,5.0569,7.2284,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,8,42,corpus_sample,1000,10000,ndcg@10,6.5754,9.2715,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,8,42,corpus_sample,1000,10000,ndcg@10,5.1411,7.2569,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,8,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,4.682,6.7976,ncwp_ref BEIR protocol k=10 tau=0,0.1323
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,16,42,corpus_sample,1000,10000,ndcg@10,22.4036,28.9607,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,16,42,corpus_sample,1000,10000,ndcg@10,22.2349,28.9151,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,16,42,corpus_sample,1000,10000,ndcg@10,18.1546,22.2699,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,16,42,corpus_sample,1000,10000,ndcg@10,25.0978,31.4406,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,16,42,corpus_sample,1000,10000,ndcg@10,15.1036,18.8632,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,16,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,21.3977,26.6619,ncwp_ref BEIR protocol k=10 tau=0,0.2485
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,32,42,corpus_sample,1000,10000,ndcg@10,32.854,41.4762,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,32,42,corpus_sample,1000,10000,ndcg@10,31.7475,40.3399,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,32,42,corpus_sample,1000,10000,ndcg@10,30.4784,36.9789,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,32,42,corpus_sample,1000,10000,ndcg@10,39.8745,48.3875,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,32,42,corpus_sample,1000,10000,ndcg@10,23.2093,28.2822,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,32,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,43.7373,52.1166,ncwp_ref BEIR protocol k=10 tau=0,0.6119
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,64,42,corpus_sample,1000,10000,ndcg@10,41.4991,51.5749,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,64,42,corpus_sample,1000,10000,ndcg@10,38.9157,48.4532,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,64,42,corpus_sample,1000,10000,ndcg@10,40.1485,48.4904,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,64,42,corpus_sample,1000,10000,ndcg@10,47.063,56.3464,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,64,42,corpus_sample,1000,10000,ndcg@10,29.517,36.1078,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,64,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,57.2143,67.8696,ncwp_ref BEIR protocol k=10 tau=0,0.1804
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,128,42,corpus_sample,1000,10000,ndcg@10,48.6865,59.816,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,128,42,corpus_sample,1000,10000,ndcg@10,44.6169,54.9928,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,128,42,corpus_sample,1000,10000,ndcg@10,47.6503,58.2187,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,128,42,corpus_sample,1000,10000,ndcg@10,49.683,59.4762,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,128,42,corpus_sample,1000,10000,ndcg@10,35.0443,42.575,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,128,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,63.5239,75.2861,ncwp_ref BEIR protocol k=10 tau=0,0.4793
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,256,42,corpus_sample,1000,10000,ndcg@10,55.201,66.7376,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,256,42,corpus_sample,1000,10000,ndcg@10,50.02,60.9139,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,256,42,corpus_sample,1000,10000,ndcg@10,54.8444,66.3428,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,256,42,corpus_sample,1000,10000,ndcg@10,51.8354,61.7362,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,256,42,corpus_sample,1000,10000,ndcg@10,39.9487,48.1985,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,256,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,67.0512,79.0297,ncwp_ref BEIR protocol k=10 tau=0,0.065
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,512,42,corpus_sample,1000,10000,ndcg@10,61.2086,73.3879,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,512,42,corpus_sample,1000,10000,ndcg@10,55.3251,66.7542,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,512,42,corpus_sample,1000,10000,ndcg@10,60.7065,72.8418,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,512,42,corpus_sample,1000,10000,ndcg@10,52.7963,63.1898,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,512,42,corpus_sample,1000,10000,ndcg@10,44.9742,53.976,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,512,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,68.757,80.9049,ncwp_ref BEIR protocol k=10 tau=0,0.1753
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,1024,42,corpus_sample,1000,10000,ndcg@10,66.3708,78.6284,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,1024,42,corpus_sample,1000,10000,ndcg@10,61.1025,72.9879,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,1024,42,corpus_sample,1000,10000,ndcg@10,66.2529,78.5078,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,1024,42,corpus_sample,1000,10000,ndcg@10,53.0644,63.2625,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,1024,42,corpus_sample,1000,10000,ndcg@10,49.414,59.1506,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,1024,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,69.5854,81.7657,ncwp_ref BEIR protocol k=10 tau=0,0.0673
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,2048,42,corpus_sample,1000,10000,ndcg@10,69.6242,81.7081,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,2048,42,corpus_sample,1000,10000,ndcg@10,66.2865,78.3099,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,2048,42,corpus_sample,1000,10000,ndcg@10,66.2529,78.5078,,
