dataset,split,model_nickname,hf_model_id,embedding_type,method,r,seed,fit_mode,fit_size,eval_size,metric_name,metric_value,recall_at_10,notes,std_if_available
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,28,42,corpus_sample,1000,10000,ndcg@10,26.5535,32.5479,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,28,42,corpus_sample,1000,10000,ndcg@10,17.6773,22.4462,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,28,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,37.0353,44.6344,ncwp_ref BEIR protocol k=10 tau=0,0.4249
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,56,42,corpus_sample,1000,10000,ndcg@10,36.1108,45.0378,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,56,42,corpus_sample,1000,10000,ndcg@10,32.8978,40.8542,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,56,42,corpus_sample,1000,10000,ndcg@10,34.8814,42.8787,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,56,42,corpus_sample,1000,10000,ndcg@10,33.3715,40.8821,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,56,42,corpus_sample,1000,10000,ndcg@10,22.4812,27.7328,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,56,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,52.2239,62.3958,ncwp_ref BEIR protocol k=10 tau=0,0.2875
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,112,42,corpus_sample,1000,10000,ndcg@10,44.1329,54.9574,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,112,42,corpus_sample,1000,10000,ndcg@10,38.5477,47.8025,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,112,42,corpus_sample,1000,10000,ndcg@10,42.9977,52.9135,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,112,42,corpus_sample,1000,10000,ndcg@10,38.6654,47.1968,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,112,42,corpus_sample,1000,10000,ndcg@10,25.2368,31.1352,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,112,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,59.7664,71.2976,ncwp_ref BEIR protocol k=10 tau=0,0.2933
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,224,42,corpus_sample,1000,10000,ndcg@10,51.0585,62.7055,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,224,42,corpus_sample,1000,10000,ndcg@10,43.6614,54.0306,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,224,42,corpus_sample,1000,10000,ndcg@10,50.9925,62.4281,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,224,42,corpus_sample,1000,10000,ndcg@10,38.3957,46.6321,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,224,42,corpus_sample,1000,10000,ndcg@10,27.9978,34.4913,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,224,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,63.6368,75.9028,ncwp_ref BEIR protocol k=10 tau=0,0.0504
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,448,42,corpus_sample,1000,10000,ndcg@10,57.3033,69.1806,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,448,42,corpus_sample,1000,10000,ndcg@10,49.1248,60.2045,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,448,42,corpus_sample,1000,10000,ndcg@10,57.253,69.3483,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,448,42,corpus_sample,1000,10000,ndcg@10,39.8141,48.3241,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,448,42,corpus_sample,1000,10000,ndcg@10,31.1446,37.9903,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,448,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,65.5671,77.7432,ncwp_ref BEIR protocol k=10 tau=0,0.0275
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,896,42,corpus_sample,1000,10000,ndcg@10,62.564,74.9615,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,896,42,corpus_sample,1000,10000,ndcg@10,54.8692,66.6749,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,896,42,corpus_sample,1000,10000,ndcg@10,62.4715,74.8564,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,896,42,corpus_sample,1000,10000,ndcg@10,40.1761,48.7913,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,896,42,corpus_sample,1000,10000,ndcg@10,35.1725,42.8705,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,896,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,66.4934,78.9276,ncwp_ref BEIR protocol k=10 tau=0,0.0647
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,1792,42,corpus_sample,1000,10000,ndcg@10,66.1152,78.4384,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,1792,42,corpus_sample,1000,10000,ndcg@10,60.284,72.3867,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,1792,42,corpus_sample,1000,10000,ndcg@10,63.2312,75.5876,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Random,1792,42,corpus_sample,1000,10000,ndcg@10,40.2666,49.003,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,LPP,1792,42,corpus_sample,1000,10000,ndcg@10,39.9698,48.6834,,
quora,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,1792,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,67.0215,79.5292,ncwp_ref BEIR protocol k=10 tau=0,0.0411
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Base_mean_pool,4096,42,corpus_sample,1000,10000,ndcg@10,52.8588,63.2303,full dim,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,4,42,corpus_sample,1000,10000,ndcg@10,1.0667,1.9738,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,4,42,corpus_sample,1000,10000,ndcg@10,1.0029,1.8604,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,4,42,corpus_sample,1000,10000,ndcg@10,0.2126,0.399,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,4,42,corpus_sample,1000,10000,ndcg@10,0.2307,0.4186,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,4,42,corpus_sample,1000,10000,ndcg@10,0.2576,0.4688,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,4,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,0.1659,0.3163,ncwp_ref BEIR protocol k=10 tau=0,0.0424
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,8,42,corpus_sample,1000,10000,ndcg@10,11.5701,15.9255,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,8,42,corpus_sample,1000,10000,ndcg@10,11.4164,15.7173,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,8,42,corpus_sample,1000,10000,ndcg@10,5.0569,7.2284,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,8,42,corpus_sample,1000,10000,ndcg@10,6.5754,9.2715,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,8,42,corpus_sample,1000,10000,ndcg@10,5.224,7.2199,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,8,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,4.682,6.7976,ncwp_ref BEIR protocol k=10 tau=0,0.1323
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,16,42,corpus_sample,1000,10000,ndcg@10,22.4036,28.9607,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,16,42,corpus_sample,1000,10000,ndcg@10,22.2349,28.9151,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,16,42,corpus_sample,1000,10000,ndcg@10,18.1546,22.2699,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,16,42,corpus_sample,1000,10000,ndcg@10,25.0978,31.4406,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,16,42,corpus_sample,1000,10000,ndcg@10,14.861,18.5669,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,16,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,21.3977,26.6619,ncwp_ref BEIR protocol k=10 tau=0,0.2485
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,32,42,corpus_sample,1000,10000,ndcg@10,32.854,41.4762,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,32,42,corpus_sample,1000,10000,ndcg@10,31.7475,40.3399,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,32,42,corpus_sample,1000,10000,ndcg@10,30.4784,36.9789,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,32,42,corpus_sample,1000,10000,ndcg@10,39.8745,48.3875,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,32,42,corpus_sample,1000,10000,ndcg@10,23.7539,29.178,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,32,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,43.7373,52.1166,ncwp_ref BEIR protocol k=10 tau=0,0.6119
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,64,42,corpus_sample,1000,10000,ndcg@10,41.4991,51.5749,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,64,42,corpus_sample,1000,10000,ndcg@10,38.9157,48.4532,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,64,42,corpus_sample,1000,10000,ndcg@10,40.1485,48.4904,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,64,42,corpus_sample,1000,10000,ndcg@10,47.063,56.3464,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,64,42,corpus_sample,1000,10000,ndcg@10,29.7744,36.0665,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,64,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,57.2143,67.8696,ncwp_ref BEIR protocol k=10 tau=0,0.1804
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,128,42,corpus_sample,1000,10000,ndcg@10,48.6865,59.816,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,128,42,corpus_sample,1000,10000,ndcg@10,44.6169,54.9928,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,128,42,corpus_sample,1000,10000,ndcg@10,47.6503,58.2187,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,128,42,corpus_sample,1000,10000,ndcg@10,49.683,59.4762,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,128,42,corpus_sample,1000,10000,ndcg@10,34.8917,42.2603,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,128,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,63.5239,75.2861,ncwp_ref BEIR protocol k=10 tau=0,0.4793
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,256,42,corpus_sample,1000,10000,ndcg@10,55.201,66.7376,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,256,42,corpus_sample,1000,10000,ndcg@10,50.02,60.9139,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,256,42,corpus_sample,1000,10000,ndcg@10,54.8444,66.3428,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,256,42,corpus_sample,1000,10000,ndcg@10,51.8354,61.7362,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,256,42,corpus_sample,1000,10000,ndcg@10,40.0571,48.3313,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,256,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,67.0512,79.0297,ncwp_ref BEIR protocol k=10 tau=0,0.065
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,512,42,corpus_sample,1000,10000,ndcg@10,61.2086,73.3879,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,512,42,corpus_sample,1000,10000,ndcg@10,55.3251,66.7542,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,512,42,corpus_sample,1000,10000,ndcg@10,60.7065,72.8418,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,512,42,corpus_sample,1000,10000,ndcg@10,52.7963,63.1898,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,512,42,corpus_sample,1000,10000,ndcg@10,44.9448,54.019,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,512,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,68.757,80.9049,ncwp_ref BEIR protocol k=10 tau=0,0.1753
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,1024,42,corpus_sample,1000,10000,ndcg@10,66.3708,78.6284,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,1024,42,corpus_sample,1000,10000,ndcg@10,61.1025,72.9879,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,1024,42,corpus_sample,1000,10000,ndcg@10,66.2529,78.5078,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Random,1024,42,corpus_sample,1000,10000,ndcg@10,53.0644,63.2625,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,LPP,1024,42,corpus_sample,1000,10000,ndcg@10,49.3881,59.1662,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,1024,"[42, 43, 44]",corpus_sample,1000,10000,ndcg@10,69.5854,81.7657,ncwp_ref BEIR protocol k=10 tau=0,0.0673
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,2048,42,corpus_sample,1000,10000,ndcg@10,69.6242,81.7081,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,2048,42,corpus_sample,1000,10000,ndcg@10,66.2865,78.3099,,
quora,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,2048,42,corpus_sample,1000,10000,ndcg@10,66.2529,78.5078,,
